student_id,school_name,grade_level_2019,program_name,map_term,subject,rit_score,percentile,quartile,typical_fall_to_spring_growth
23183,School E,3,,Spring,Math,212,73,3,
13773,School F,3,SPED ,Fall,Math,199,69,3,11
13773,School F,3,SPED ,Spring,Math,202,46,2,
28001,School E,3,,Fall,Math,181,21,1,13
28001,School E,3,,Spring,Math,191,18,1,
16945,School F,3,,Fall,Math,197,64,3,11
16945,School F,3,,Spring,Math,199,37,2,
26218,School F,3,Tier 2,Fall,Math,185,30,2,13
26218,School F,3,Tier 2,Spring,Math,191,18,1,
10006,School E,3,,Fall,Math,204,81,4,10
10006,School E,3,,Spring,Math,214,78,4,
16950,School E,3,,Fall,Math,186,33,2,12
16950,School E,3,,Spring,Math,191,18,1,
27968,School F,3,,Fall,Math,206,85,4,10
27968,School F,3,,Spring,Math,222,91,4,
26619,School E,3,,Fall,Math,193,53,3,12
26619,School E,3,,Spring,Math,207,60,3,
22560,School E,3,,Fall,Math,177,13,1,13
22560,School E,3,,Spring,Math,183,7,1,
14954,School E,3,,Fall,Math,184,27,2,13
14954,School E,3,,Spring,Math,197,32,2,
25208,School F,3,,Fall,Math,180,19,1,13
25208,School F,3,,Spring,Math,185,9,1,
19190,School F,3,,Fall,Math,185,30,2,13
19190,School F,3,,Spring,Math,196,30,2,
18280,School F,3,,Fall,Math,202,77,4,11
18280,School F,3,,Spring,Math,216,82,4,
24409,School F,3,,Fall,Math,198,67,3,11
24409,School F,3,,Spring,Math,213,76,4,
19671,School F,3,,Fall,Math,,,,
19671,School F,3,,Spring,Math,209,66,3,
22295,School E,3,,Fall,Math,171,6,1,14
22295,School E,3,,Spring,Math,186,10,1,
18440,School F,3,,Fall,Math,193,53,3,12
18440,School F,3,,Spring,Math,198,35,2,
23653,School E,3,,Fall,Math,185,30,2,13
23653,School E,3,,Spring,Math,198,35,2,
22771,School F,3,,Fall,Math,176,12,1,13
22771,School F,3,,Spring,Math,190,17,1,
19971,School E,3,,Fall,Math,187,35,2,12
19971,School E,3,,Spring,Math,198,35,2,
20811,School E,3,,Fall,Math,201,74,3,11
20811,School E,3,,Spring,Math,206,57,3,
11710,School E,3,,Fall,Math,185,30,2,13
11710,School E,3,,Spring,Math,191,18,1,
10566,School E,3,,Fall,Math,207,86,4,10
10566,School E,3,,Spring,Math,211,71,3,
29720,School E,3,,Fall,Math,185,30,2,13
29720,School E,3,,Spring,Math,203,49,2,
23385,School F,3,,Fall,Math,190,44,2,12
23385,School F,3,,Spring,Math,200,40,2,
13404,School E,3,,Fall,Math,204,81,4,10
13404,School E,3,,Spring,Math,210,68,3,
13798,School E,3,,Fall,Math,196,61,3,11
13798,School E,3,,Spring,Math,199,37,2,
28764,School F,3,Tier 2,Fall,Math,194,56,3,12
28764,School F,3,Tier 2,Spring,Math,210,68,3,
15922,School E,3,,Fall,Math,186,33,2,12
15922,School E,3,,Spring,Math,200,40,2,
16381,School F,3,,Fall,Math,,,,
16381,School F,3,,Spring,Math,197,32,2,
11473,School F,3,,Fall,Math,192,50,3,12
11473,School F,3,,Spring,Math,203,49,2,
20434,School F,3,,Fall,Math,205,83,4,10
20434,School F,3,,Spring,Math,209,66,3,
12987,School F,3,SPED,Fall,Math,192,50,3,12
12987,School F,3,SPED,Spring,Math,197,32,2,
13830,School F,3,,Fall,Math,188,38,2,12
13830,School F,3,,Spring,Math,199,37,2,
27663,School E,3,,Fall,Math,198,67,3,11
27663,School E,3,,Spring,Math,203,49,2,
16645,School E,3,,Fall,Math,201,74,3,11
16645,School E,3,,Spring,Math,210,68,3,
17692,School E,3,,Fall,Math,199,69,3,11
17692,School E,3,,Spring,Math,216,82,4,
20131,School F,3,,Fall,Math,182,23,1,13
20131,School F,3,,Spring,Math,197,32,2,
28337,School E,3,,Fall,Math,195,58,3,11
28337,School E,3,,Spring,Math,209,66,3,
11056,School E,3,,Fall,Math,203,79,4,11
11056,School E,3,,Spring,Math,214,78,4,
16723,School F,3,,Fall,Math,196,61,3,11
16723,School F,3,,Spring,Math,205,55,3,
20384,School F,3,,Fall,Math,192,50,3,12
20384,School F,3,,Spring,Math,206,57,3,
17295,School E,3,,Fall,Math,,,,
17295,School E,3,,Spring,Math,206,57,3,
16456,School F,3,,Fall,Math,201,74,3,11
16456,School F,3,,Spring,Math,215,80,4,
18819,School E,3,,Fall,Math,199,69,3,11
18819,School E,3,,Spring,Math,207,60,3,
22600,School E,3,,Fall,Math,209,89,4,10
22600,School E,3,,Spring,Math,217,84,4,
18397,School F,3,,Fall,Math,189,41,2,12
18397,School F,3,,Spring,Math,200,40,2,
10495,School E,3,,Fall,Math,,,,
10495,School E,3,,Spring,Math,195,27,2,
14283,School E,3,,Fall,Math,,,,
14283,School E,3,,Spring,Math,214,78,4,
10230,School E,3,,Fall,Math,201,74,3,11
10230,School E,3,,Spring,Math,,,,
20558,School E,3,,Fall,Math,190,44,2,12
20558,School E,3,,Spring,Math,,,,
21478,School E,3,SPED,Fall,Math,159,1,1,15
21478,School E,3,SPED,Spring,Math,172,1,1,
12711,School E,3,,Fall,Math,187,35,2,12
12711,School E,3,,Spring,Math,,,,
22727,School E,3,,Fall,Math,173,8,1,14
22727,School E,3,,Spring,Math,,,,
23999,School F,3,,Fall,Math,184,27,2,13
23999,School F,3,,Spring,Math,,,,
23561,School F,3,,Fall,Math,186,33,2,12
23561,School F,3,,Spring,Math,,,,
10442,School F,3,,Fall,Math,189,41,2,12
10442,School F,3,,Spring,Math,,,,
11196,School F,3,,Fall,Math,175,10,1,14
11196,School F,3,,Spring,Math,,,,
27785,School F,3,,Fall,Math,201,74,3,11
27785,School F,3,,Spring,Math,,,,
22027,School F,3,,Fall,Math,205,83,4,10
22027,School F,3,,Spring,Math,,,,
25584,School F,3,,Fall,Math,202,77,4,11
25584,School F,3,,Spring,Math,218,85,4,
13296,School F,3,,Fall,Math,196,61,3,11
13296,School F,3,,Spring,Math,,,,
26673,School F,3,,Fall,Math,195,58,3,11
26673,School F,3,,Spring,Math,,,,
13930,School F,3,,Fall,Math,181,21,1,13
13930,School F,3,,Spring,Math,,,,
29147,School F,3,,Fall,Math,192,50,3,12
29147,School F,3,,Spring,Math,,,,
15944,School F,3,,Fall,Math,189,41,2,12
15944,School F,3,,Spring,Math,,,,
29774,School F,3,,Fall,Math,186,33,2,12
29774,School F,3,,Spring,Math,,,,
26092,School F,3,,Fall,Math,189,41,2,12
26092,School F,3,,Spring,Math,,,,
15605,School E,3,,Fall,Math,,,,
15605,School E,3,,Spring,Math,208,63,3,
28288,School F,3,,Fall,Math,,,,
28288,School F,3,,Spring,Math,179,4,1,
19231,School E,3,,Fall,Math,,,,
19231,School E,3,,Spring,Math,201,43,2,
28527,School E,3,,Fall,Math,,,,
28527,School E,3,,Spring,Math,195,27,2,
15116,School E,3,,Fall,Math,,,,
15116,School E,3,,Spring,Math,200,40,2,
24112,School E,4,504,Fall,Math,213,76,4,10
24112,School E,4,504,Spring,Math,240,96,4,
22312,School E,4,,Fall,Math,201,43,2,10
22312,School E,4,,Spring,Math,199,17,1,
25129,School E,4,,Fall,Math,201,43,2,10
25129,School E,4,,Spring,Math,208,36,2,
16241,School E,4,,Fall,Math,209,66,3,10
16241,School E,4,,Spring,Math,222,72,3,
24088,School E,4,,Fall,Math,210,68,3,10
24088,School E,4,,Spring,Math,212,46,2,
22100,School E,4,,Fall,Math,197,32,2,10
22100,School E,4,,Spring,Math,209,38,2,
23299,School E,4,,Fall,Math,206,57,3,10
23299,School E,4,,Spring,Math,215,54,3,
19176,School E,4,,Fall,Math,186,10,1,11
19176,School E,4,,Spring,Math,198,15,1,
20293,School E,4,,Fall,Math,201,43,2,10
20293,School E,4,,Spring,Math,210,41,2,
26357,School E,4,,Fall,Math,210,68,3,10
26357,School E,4,,Spring,Math,219,64,3,
16681,School E,4,,Fall,Math,201,43,2,10
16681,School E,4,,Spring,Math,199,17,1,
25830,School E,4,,Fall,Math,195,27,2,10
25830,School E,4,,Spring,Math,205,29,2,
26544,School E,4,,Fall,Math,210,68,3,10
26544,School E,4,,Spring,Math,221,69,3,
13255,School E,4,,Fall,Math,188,13,1,11
13255,School E,4,,Spring,Math,202,22,1,
24638,School E,4,,Fall,Math,216,82,4,9
24638,School E,4,,Spring,Math,226,80,4,
27166,School E,4,,Fall,Math,204,52,3,10
27166,School E,4,,Spring,Math,215,54,3,
15831,School E,4,,Fall,Math,204,52,3,10
15831,School E,4,,Spring,Math,211,43,2,
14398,School E,4,,Fall,Math,199,37,2,10
14398,School E,4,,Spring,Math,215,54,3,
22452,School E,4,,Fall,Math,211,71,3,10
22452,School E,4,,Spring,Math,216,57,3,
25769,School E,4,,Fall,Math,198,35,2,10
25769,School E,4,,Spring,Math,163,1,1,
16775,School E,4,SPED,Fall,Math,178,3,1,11
16775,School E,4,SPED,Spring,Math,175,1,1,
16611,School E,4,,Fall,Math,197,32,2,10
16611,School E,4,,Spring,Math,208,36,2,
28958,School E,4,,Fall,Math,197,32,2,10
28958,School E,4,,Spring,Math,206,31,2,
12148,School E,4,,Fall,Math,187,12,1,11
12148,School E,4,,Spring,Math,193,9,1,
22162,School E,4,,Fall,Math,208,63,3,10
22162,School E,4,,Spring,Math,216,57,3,
22337,School E,4,,Fall,Math,213,76,4,10
22337,School E,4,,Spring,Math,214,51,3,
16837,School E,4,,Fall,Math,207,60,3,10
16837,School E,4,,Spring,Math,219,64,3,
25357,School E,4,,Fall,Math,197,32,2,10
25357,School E,4,,Spring,Math,208,36,2,
10213,School E,4,,Fall,Math,195,27,2,10
10213,School E,4,,Spring,Math,210,41,2,
29346,School E,4,,Fall,Math,197,32,2,10
29346,School E,4,,Spring,Math,196,12,1,
17966,School E,4,,Fall,Math,203,49,2,10
17966,School E,4,,Spring,Math,215,54,3,
29620,School E,4,,Fall,Math,203,49,2,10
29620,School E,4,,Spring,Math,214,51,3,
18275,School E,4,SPED,Fall,Math,193,23,1,10
18275,School E,4,SPED,Spring,Math,201,20,1,
14737,School E,4,SPED,Fall,Math,184,8,1,11
14737,School E,4,SPED,Spring,Math,188,4,1,
18574,School E,4,,Fall,Math,199,37,2,10
18574,School E,4,,Spring,Math,210,41,2,
18312,School E,4,SPED,Fall,Math,171,1,1,11
18312,School E,4,SPED,Spring,Math,209,38,2,
17164,School E,4,,Fall,Math,194,25,2,10
17164,School E,4,,Spring,Math,198,15,1,
14214,School E,4,,Fall,Math,209,66,3,10
14214,School E,4,,Spring,Math,213,49,2,
27337,School E,4,,Fall,Math,201,43,2,10
27337,School E,4,,Spring,Math,214,51,3,
12841,School E,4,,Fall,Math,219,87,4,9
12841,School E,4,,Spring,Math,226,80,4,
23020,School E,4,,Fall,Math,202,46,2,10
23020,School E,4,,Spring,Math,208,36,2,
10156,School E,4,,Fall,Math,221,90,4,9
10156,School E,4,,Spring,Math,235,92,4,
10804,School E,4,,Fall,Math,194,25,2,10
10804,School E,4,,Spring,Math,189,5,1,
22829,School E,4,,Fall,Math,195,27,2,10
22829,School E,4,,Spring,Math,199,17,1,
28992,School E,4,,Fall,Math,197,32,2,10
28992,School E,4,,Spring,Math,208,36,2,
19694,School E,4,,Fall,Math,193,23,1,10
19694,School E,4,,Spring,Math,199,17,1,
23975,School E,4,SPED,Fall,Math,185,9,1,11
23975,School E,4,SPED,Spring,Math,185,3,1,
17937,School E,4,Tier 2,Fall,Math,196,30,2,10
17937,School E,4,Tier 2,Spring,Math,195,11,1,
24797,School E,4,,Fall,Math,206,57,3,10
24797,School E,4,,Spring,Math,217,59,3,
29671,School E,4,,Fall,Math,201,43,2,10
29671,School E,4,,Spring,Math,210,41,2,
16933,School E,4,504,Fall,Math,197,32,2,10
16933,School E,4,504,Spring,Math,204,26,2,
17482,School E,4,,Fall,Math,203,49,2,10
17482,School E,4,,Spring,Math,209,38,2,
12795,School E,4,,Fall,Math,203,49,2,10
12795,School E,4,,Spring,Math,206,31,2,
15544,School E,4,,Fall,Math,197,32,2,10
15544,School E,4,,Spring,Math,195,11,1,
22801,School E,4,,Fall,Math,190,17,1,11
22801,School E,4,,Spring,Math,198,15,1,
29938,School E,4,,Fall,Math,209,66,3,10
29938,School E,4,,Spring,Math,226,80,4,
11320,School E,4,,Fall,Math,205,55,3,10
11320,School E,4,,Spring,Math,209,38,2,
22430,School E,4,,Fall,Math,221,90,4,9
22430,School E,4,,Spring,Math,234,91,4,
27126,School E,4,,Fall,Math,203,49,2,10
27126,School E,4,,Spring,Math,212,46,2,
14173,School E,4,,Fall,Math,207,60,3,10
14173,School E,4,,Spring,Math,201,20,1,
11578,School E,4,,Fall,Math,207,60,3,10
11578,School E,4,,Spring,Math,227,82,4,
11151,School E,4,,Fall,Math,203,49,2,10
11151,School E,4,,Spring,Math,208,36,2,
26483,School E,4,,Fall,Math,202,46,2,10
26483,School E,4,,Spring,Math,201,20,1,
19071,School E,4,,Fall,Math,218,85,4,9
19071,School E,4,,Spring,Math,230,87,4,
20950,School E,4,,Fall,Math,206,57,3,10
20950,School E,4,,Spring,Math,218,62,3,
17539,School E,4,,Fall,Math,201,43,2,10
17539,School E,4,,Spring,Math,218,62,3,
19869,School E,4,,Fall,Math,195,27,2,10
19869,School E,4,,Spring,Math,206,31,2,
12023,School E,4,,Fall,Math,212,73,3,10
12023,School E,4,,Spring,Math,228,83,4,
23404,School E,4,,Fall,Math,200,40,2,10
23404,School E,4,,Spring,Math,211,43,2,
24192,School E,4,,Fall,Math,222,91,4,9
24192,School E,4,,Spring,Math,219,64,3,
29194,School E,4,,Fall,Math,198,35,2,10
29194,School E,4,,Spring,Math,197,14,1,
21621,School E,4,,Fall,Math,205,55,3,10
21621,School E,4,,Spring,Math,215,54,3,
18212,School E,4,,Fall,Math,207,60,3,10
18212,School E,4,,Spring,Math,215,54,3,
20265,School E,4,,Fall,Math,202,46,2,10
20265,School E,4,,Spring,Math,204,26,2,
16666,School E,4,,Fall,Math,212,73,3,10
16666,School E,4,,Spring,Math,207,33,2,
21109,School E,4,,Fall,Math,197,32,2,10
21109,School E,4,,Spring,Math,198,15,1,
16002,School E,4,,Fall,Math,202,46,2,10
16002,School E,4,,Spring,Math,205,29,2,
22251,School E,4,,Fall,Math,209,66,3,10
22251,School E,4,,Spring,Math,220,67,3,
25900,School E,4,,Fall,Math,200,40,2,10
25900,School E,4,,Spring,Math,213,49,2,
15243,School E,4,,Fall,Math,202,46,2,10
15243,School E,4,,Spring,Math,219,64,3,
16990,School E,4,,Fall,Math,213,76,4,10
16990,School E,4,,Spring,Math,218,62,3,
18431,School E,4,,Fall,Math,193,23,1,10
18431,School E,4,,Spring,Math,184,2,1,
10406,School E,4,,Fall,Math,210,68,3,10
10406,School E,4,,Spring,Math,219,64,3,
17171,School E,4,,Fall,Math,204,52,3,10
17171,School E,4,,Spring,Math,210,41,2,
17092,School E,4,,Fall,Math,183,7,1,11
17092,School E,4,,Spring,Math,194,10,1,
16161,School E,4,,Fall,Math,188,13,1,11
16161,School E,4,,Spring,Math,199,17,1,
23617,School E,4,,Fall,Math,195,27,2,10
23617,School E,4,,Spring,Math,209,38,2,
19420,School E,4,,Fall,Math,220,89,4,9
19420,School E,4,,Spring,Math,227,82,4,
11472,School E,4,SPED,Fall,Math,174,2,1,11
11472,School E,4,SPED,Spring,Math,188,4,1,
24430,School E,4,,Fall,Math,212,73,3,10
24430,School E,4,,Spring,Math,218,62,3,
29930,School E,4,,Fall,Math,204,52,3,10
29930,School E,4,,Spring,Math,217,59,3,
17066,School E,4,,Fall,Math,211,71,3,10
17066,School E,4,,Spring,Math,212,46,2,
11318,School E,4,,Fall,Math,214,78,4,9
11318,School E,4,,Spring,Math,225,78,4,
21030,School E,4,,Fall,Math,188,13,1,11
21030,School E,4,,Spring,Math,198,15,1,
13712,School E,4,,Fall,Math,202,46,2,10
13712,School E,4,,Spring,Math,213,49,2,
26850,School E,4,,Fall,Math,204,52,3,10
26850,School E,4,,Spring,Math,214,51,3,
28342,School E,4,,Fall,Math,209,66,3,10
28342,School E,4,,Spring,Math,207,33,2,
16528,School E,4,,Fall,Math,204,52,3,10
16528,School E,4,,Spring,Math,210,41,2,
22547,School E,4,,Fall,Math,195,27,2,10
22547,School E,4,,Spring,Math,194,10,1,
14046,School E,4,,Fall,Math,211,71,3,10
14046,School E,4,,Spring,Math,217,59,3,
22744,School E,4,,Fall,Math,191,18,1,11
22744,School E,4,,Spring,Math,197,14,1,
22794,School E,4,,Fall,Math,196,30,2,10
22794,School E,4,,Spring,Math,212,46,2,
11702,School E,4,,Fall,Math,196,30,2,10
11702,School E,4,,Spring,Math,193,9,1,
10074,School E,4,SPED,Fall,Math,195,27,2,10
10074,School E,4,SPED,Spring,Math,,,,
18156,School E,4,,Fall,Math,200,40,2,10
18156,School E,4,,Spring,Math,207,33,2,
11661,School E,4,,Fall,Math,194,25,2,10
11661,School E,4,,Spring,Math,206,31,2,
28519,School E,4,,Fall,Math,202,46,2,10
28519,School E,4,,Spring,Math,212,46,2,
23574,School E,4,,Fall,Math,209,66,3,10
23574,School E,4,,Spring,Math,219,64,3,
16292,School E,4,,Fall,Math,211,71,3,10
16292,School E,4,,Spring,Math,212,46,2,
27473,School E,4,,Fall,Math,206,57,3,10
27473,School E,4,,Spring,Math,219,64,3,
25639,School E,4,,Fall,Math,189,15,1,11
25639,School E,4,,Spring,Math,199,17,1,
24619,School E,4,,Fall,Math,210,68,3,10
24619,School E,4,,Spring,Math,215,54,3,
12575,School E,4,,Fall,Math,194,25,2,10
12575,School E,4,,Spring,Math,203,24,1,
29761,School E,4,,Fall,Math,205,55,3,10
29761,School E,4,,Spring,Math,,,,
20111,School E,4,,Fall,Math,196,30,2,10
20111,School E,4,,Spring,Math,,,,
18857,School E,4,,Fall,Math,203,49,2,10
18857,School E,4,,Spring,Math,,,,
12645,School B,5,SPED,Fall,Math,185,4,1,10
12645,School B,5,SPED,Spring,Math,197,7,1,
21882,School B,5,,Fall,Math,208,41,2,10
21882,School B,5,,Spring,Math,242,90,4,
10428,School B,5,,Fall,Math,219,70,3,10
10428,School B,5,,Spring,Math,236,82,4,
13563,School B,5,Gifted,Fall,Math,209,43,2,10
13563,School B,5,Gifted,Spring,Math,236,82,4,
26266,School B,5,,Fall,Math,213,54,3,10
26266,School B,5,,Spring,Math,221,49,2,
28436,School B,5,,Fall,Math,207,38,2,10
28436,School B,5,,Spring,Math,212,28,2,
19509,School B,5,Tier 2,Fall,Math,186,4,1,10
19509,School B,5,Tier 2,Spring,Math,198,7,1,
24987,School B,5,Gifted,Fall,Math,223,78,4,10
24987,School B,5,Gifted,Spring,Math,243,91,4,
10708,School B,5,LEP,Fall,Math,206,36,2,10
10708,School B,5,LEP,Spring,Math,203,13,1,
23819,School B,5,,Fall,Math,204,31,2,10
23819,School B,5,,Spring,Math,214,32,2,
24353,School B,5,,Fall,Math,197,16,1,10
24353,School B,5,,Spring,Math,213,30,2,
15030,School B,5,,Fall,Math,211,49,2,10
15030,School B,5,,Spring,Math,225,59,3,
26128,School B,5,LEP,Fall,Math,200,22,1,10
26128,School B,5,LEP,Spring,Math,225,59,3,
10337,School B,5,Gifted,Fall,Math,223,78,4,10
10337,School B,5,Gifted,Spring,Math,235,80,4,
23897,School B,5,,Fall,Math,213,54,3,10
23897,School B,5,,Spring,Math,226,61,3,
23745,School B,5,Gifted,Fall,Math,229,88,4,10
23745,School B,5,Gifted,Spring,Math,230,70,3,
22752,School B,5,LEP,Fall,Math,179,1,1,10
22752,School B,5,LEP,Spring,Math,183,1,1,
16801,School B,5,,Fall,Math,213,54,3,10
16801,School B,5,,Spring,Math,225,59,3,
27041,School B,5,SPED,Fall,Math,184,3,1,10
27041,School B,5,SPED,Spring,Math,186,1,1,
27415,School B,5,,Fall,Math,217,65,3,10
27415,School B,5,,Spring,Math,231,72,3,
21505,School B,5,Gifted,Fall,Math,206,36,2,10
21505,School B,5,Gifted,Spring,Math,214,32,2,
14453,School B,5,,Fall,Math,204,31,2,10
14453,School B,5,,Spring,Math,220,47,2,
15523,School B,5,Tier 2,Fall,Math,190,7,1,10
15523,School B,5,Tier 2,Spring,Math,203,13,1,
19045,School B,5,,Fall,Math,201,24,1,10
19045,School B,5,,Spring,Math,213,30,2,
17740,School B,5,,Fall,Math,212,52,3,10
17740,School B,5,,Spring,Math,224,56,3,
16911,School B,5,SPED,Fall,Math,210,46,2,10
16911,School B,5,SPED,Spring,Math,207,19,1,
27147,School B,5,Tier 2,Fall,Math,206,36,2,10
27147,School B,5,Tier 2,Spring,Math,212,28,2,
27668,School B,5,,Fall,Math,200,22,1,10
27668,School B,5,,Spring,Math,210,24,1,
25438,School B,5,Gifted,Fall,Math,223,78,4,10
25438,School B,5,Gifted,Spring,Math,244,92,4,
26284,School B,5,,Fall,Math,,,,
26284,School B,5,,Spring,Math,240,88,4,
18584,School B,5,Gifted,Fall,Math,226,84,4,10
18584,School B,5,Gifted,Spring,Math,242,90,4,
29481,School B,5,,Fall,Math,201,24,1,10
29481,School B,5,,Spring,Math,209,22,1,
13835,School B,5,,Fall,Math,205,33,2,10
13835,School B,5,,Spring,Math,212,28,2,
19308,School B,5,,Fall,Math,192,9,1,10
19308,School B,5,,Spring,Math,209,22,1,
16903,School B,5,,Fall,Math,216,62,3,10
16903,School B,5,,Spring,Math,229,68,3,
12301,School B,5,,Fall,Math,205,33,2,10
12301,School B,5,,Spring,Math,213,30,2,
24418,School B,5,Tier 2,Fall,Math,205,33,2,10
24418,School B,5,Tier 2,Spring,Math,221,49,2,
16206,School B,5,,Fall,Math,200,22,1,10
16206,School B,5,,Spring,Math,206,17,1,
14687,School B,5,,Fall,Math,200,22,1,10
14687,School B,5,,Spring,Math,200,9,1,
13507,School B,5,,Fall,Math,205,33,2,10
13507,School B,5,,Spring,Math,209,22,1,
12189,School B,5,,Fall,Math,203,28,2,10
12189,School B,5,,Spring,Math,230,70,3,
18149,School B,5,,Fall,Math,200,22,1,10
18149,School B,5,,Spring,Math,208,20,1,
14357,School B,5,Tier 2,Fall,Math,184,3,1,10
14357,School B,5,Tier 2,Spring,Math,183,1,1,
21636,School B,5,,Fall,Math,218,67,3,10
21636,School B,5,,Spring,Math,221,49,2,
22436,School B,5,,Fall,Math,201,24,1,10
22436,School B,5,,Spring,Math,204,14,1,
13181,School B,5,,Fall,Math,196,15,1,10
13181,School B,5,,Spring,Math,208,20,1,
13250,School B,5,,Fall,Math,208,41,2,10
13250,School B,5,,Spring,Math,231,72,3,
14111,School B,5,,Fall,Math,217,65,3,10
14111,School B,5,,Spring,Math,213,30,2,
27937,School B,5,,Fall,Math,213,54,3,10
27937,School B,5,,Spring,Math,225,59,3,
22638,School B,5,,Fall,Math,206,36,2,10
22638,School B,5,,Spring,Math,226,61,3,
10407,School B,5,,Fall,Math,216,62,3,10
10407,School B,5,,Spring,Math,228,66,3,
20127,School B,5,,Fall,Math,206,36,2,10
20127,School B,5,,Spring,Math,213,30,2,
18013,School B,5,,Fall,Math,221,74,3,10
18013,School B,5,,Spring,Math,228,66,3,
15252,School B,5,Tier 2,Fall,Math,179,1,1,10
15252,School B,5,Tier 2,Spring,Math,198,7,1,
24910,School B,5,,Fall,Math,206,36,2,10
24910,School B,5,,Spring,Math,211,26,2,
13313,School B,5,,Fall,Math,188,6,1,10
13313,School B,5,,Spring,Math,215,35,2,
25824,School B,5,,Fall,Math,202,26,2,10
25824,School B,5,,Spring,Math,222,52,3,
18852,School B,5,,Fall,Math,209,43,2,10
18852,School B,5,,Spring,Math,210,24,1,
21210,School B,5,,Fall,Math,205,33,2,10
21210,School B,5,,Spring,Math,219,44,2,
22989,School B,5,Gifted,Fall,Math,205,33,2,10
22989,School B,5,Gifted,Spring,Math,223,54,3,
13893,School B,5,Gifted,Fall,Math,209,43,2,10
13893,School B,5,Gifted,Spring,Math,219,44,2,
16659,School B,5,,Fall,Math,194,12,1,10
16659,School B,5,,Spring,Math,201,10,1,
14585,School B,5,SPED,Fall,Math,199,20,1,10
14585,School B,5,SPED,Spring,Math,208,20,1,
15392,School B,5,,Fall,Math,209,43,2,10
15392,School B,5,,Spring,Math,219,44,2,
24116,School B,5,Gifted,Fall,Math,223,78,4,10
24116,School B,5,Gifted,Spring,Math,224,56,3,
22741,School B,5,,Fall,Math,200,22,1,10
22741,School B,5,,Spring,Math,220,47,2,
29836,School B,5,,Fall,Math,215,60,3,10
29836,School B,5,,Spring,Math,227,64,3,
14870,School B,5,,Fall,Math,203,28,2,10
14870,School B,5,,Spring,Math,227,64,3,
28700,School B,5,,Fall,Math,216,62,3,10
28700,School B,5,,Spring,Math,230,70,3,
26024,School B,5,,Fall,Math,217,65,3,10
26024,School B,5,,Spring,Math,214,32,2,
29913,School B,5,,Fall,Math,198,18,1,10
29913,School B,5,,Spring,Math,210,24,1,
17743,School B,5,,Fall,Math,181,2,1,10
17743,School B,5,,Spring,Math,200,9,1,
14087,School B,5,Gifted,Fall,Math,209,43,2,10
14087,School B,5,Gifted,Spring,Math,216,37,2,
23664,School B,5,,Fall,Math,205,33,2,10
23664,School B,5,,Spring,Math,230,70,3,
12880,School B,5,,Fall,Math,220,72,3,10
12880,School B,5,,Spring,Math,227,64,3,
17116,School B,5,,Fall,Math,212,52,3,10
17116,School B,5,,Spring,Math,230,70,3,
23105,School B,5,,Fall,Math,,,,
23105,School B,5,,Spring,Math,198,7,1,
23726,School B,5,,Fall,Math,239,97,4,10
23726,School B,5,,Spring,Math,250,96,4,
26060,School C,5,SPED,Fall,Math,200,22,1,10
26060,School C,5,SPED,Spring,Math,207,19,1,
25624,School D,5,SPED,Fall,Math,193,10,1,10
25624,School D,5,SPED,Spring,Math,189,2,1,
24535,School D,5,,Fall,Math,203,28,2,10
24535,School D,5,,Spring,Math,213,30,2,
29117,School C,5,,Fall,Math,211,49,2,10
29117,School C,5,,Spring,Math,228,66,3,
11816,School C,5,Gifted,Fall,Math,220,72,3,10
11816,School C,5,Gifted,Spring,Math,227,64,3,
15505,School C,5,,Fall,Math,201,24,1,10
15505,School C,5,,Spring,Math,206,17,1,
27756,School C,5,,Fall,Math,205,33,2,10
27756,School C,5,,Spring,Math,219,44,2,
21144,School C,5,Gifted,Fall,Math,237,96,4,10
21144,School C,5,Gifted,Spring,Math,242,90,4,
14584,School C,5,Tier 2,Fall,Math,197,16,1,10
14584,School C,5,Tier 2,Spring,Math,212,28,2,
16197,School D,5,,Fall,Math,210,46,2,10
16197,School D,5,,Spring,Math,224,56,3,
29891,School A,5,,Fall,Math,208,41,2,10
29891,School A,5,,Spring,Math,225,59,3,
25973,School D,5,,Fall,Math,190,7,1,10
25973,School D,5,,Spring,Math,209,22,1,
26032,School A,5,,Fall,Math,205,33,2,10
26032,School A,5,,Spring,Math,214,32,2,
20079,School A,5,SPED,Fall,Math,189,6,1,10
20079,School A,5,SPED,Spring,Math,198,7,1,
15406,School D,5,,Fall,Math,196,15,1,10
15406,School D,5,,Spring,Math,202,12,1,
19909,School A,5,,Fall,Math,207,38,2,10
19909,School A,5,,Spring,Math,219,44,2,
21001,School A,5,,Fall,Math,208,41,2,10
21001,School A,5,,Spring,Math,211,26,2,
20777,School C,5,,Fall,Math,209,43,2,10
20777,School C,5,,Spring,Math,230,70,3,
26080,School C,5,,Fall,Math,191,8,1,10
26080,School C,5,,Spring,Math,203,13,1,
26181,School D,5,Gifted,Fall,Math,225,82,4,10
26181,School D,5,Gifted,Spring,Math,236,82,4,
21739,School C,5,,Fall,Math,225,82,4,10
21739,School C,5,,Spring,Math,231,72,3,
12104,School A,5,,Fall,Math,203,28,2,10
12104,School A,5,,Spring,Math,212,28,2,
16912,School A,5,,Fall,Math,209,43,2,10
16912,School A,5,,Spring,Math,212,28,2,
26808,School D,5,,Fall,Math,,,,
26808,School D,5,,Spring,Math,196,6,1,
