student_id,year,map_term,subject,rit_score,percentile,quartile,typical_fall_to_spring_growth
10898,2019,Fall,Reading,233,84,4,2
27590,2019,Fall,Reading,220,55,3,3
13535,2019,Fall,Reading,.,.,.,.
15085,2019,Fall,Reading,221,57,3,2
18068,2019,Fall,Reading,222,60,3,2
13384,2019,Fall,Reading,230,78,4,2
16693,2019,Fall,Reading,188,2,1,7
18014,2019,Fall,Reading,227,72,3,2
26939,2019,Fall,Reading,218,50,3,3
28282,2019,Fall,Reading,241,93,4,2
17792,2019,Fall,Reading,208,25,2,4
16821,2019,Fall,Reading,224,65,3,2
21894,2019,Fall,Reading,232,82,4,2
27605,2019,Fall,Reading,219,52,3,3
29764,2019,Fall,Reading,229,76,4,2
24020,2019,Fall,Reading,209,27,2,4
14211,2019,Fall,Reading,240,93,4,2
28157,2019,Fall,Reading,224,65,3,2
14247,2019,Fall,Reading,221,57,3,2
16329,2019,Fall,Reading,237,89,4,2
20274,2019,Fall,Reading,222,60,3,2
22545,2019,Fall,Reading,228,74,3,2
27973,2019,Fall,Reading,255,99,4,2
12749,2019,Fall,Reading,223,63,3,2
16371,2019,Fall,Reading,235,87,4,2
28614,2019,Fall,Reading,216,44,2,3
22515,2019,Fall,Reading,211,32,2,4
29628,2019,Fall,Reading,227,72,3,2
24096,2019,Fall,Reading,207,23,1,5
25097,2019,Fall,Reading,227,72,3,2
28671,2019,Fall,Reading,174,1,1,9
10595,2019,Fall,Reading,234,85,4,2
28025,2019,Fall,Reading,244,96,4,2
14465,2019,Fall,Reading,228,74,3,2
27549,2019,Fall,Reading,209,27,2,4
27052,2019,Fall,Reading,226,70,3,2
17152,2019,Fall,Reading,.,.,.,.
21716,2019,Fall,Reading,217,47,2,3
21810,2019,Fall,Reading,242,94,4,2
25494,2019,Fall,Reading,220,55,3,3
21795,2019,Fall,Reading,219,52,3,3
23268,2019,Fall,Reading,237,89,4,2
18452,2019,Fall,Reading,219,52,3,3
20061,2019,Fall,Reading,230,78,4,2
19855,2019,Fall,Reading,219,52,3,3
13486,2019,Fall,Reading,211,32,2,4
12671,2019,Fall,Reading,221,57,3,2
16160,2019,Fall,Reading,242,94,4,2
18517,2019,Fall,Reading,235,87,4,2
17595,2019,Fall,Reading,248,98,4,2
14994,2019,Fall,Reading,213,37,2,4
15200,2019,Fall,Reading,235,87,4,2
18142,2019,Fall,Reading,211,32,2,4
25776,2019,Fall,Reading,226,70,3,2
19717,2019,Fall,Reading,216,44,2,3
24774,2019,Fall,Reading,222,60,3,2
11379,2019,Fall,Reading,220,55,3,3
14850,2019,Fall,Reading,213,37,2,4
19159,2019,Fall,Reading,208,25,2,4
27326,2019,Fall,Reading,239,92,4,2
16805,2019,Fall,Reading,222,60,3,2
23972,2019,Fall,Reading,225,67,3,2
15397,2019,Fall,Reading,231,80,4,2
13984,2019,Fall,Reading,224,65,3,2
20186,2019,Fall,Reading,227,72,3,2
19611,2019,Fall,Reading,.,.,.,.
26993,2019,Fall,Reading,237,89,4,2
11261,2019,Fall,Reading,251,98,4,2
11134,2019,Fall,Reading,.,.,.,.
20056,2019,Fall,Reading,.,.,.,.
19638,2019,Fall,Reading,.,.,.,.
23414,2019,Fall,Reading,226,70,3,2
26940,2019,Fall,Reading,205,19,1,5
27633,2019,Fall,Reading,243,95,4,2
16701,2019,Fall,Reading,.,.,.,.
25788,2019,Fall,Reading,221,57,3,2
11489,2019,Fall,Reading,211,32,2,4
12640,2019,Fall,Reading,240,93,4,2
13566,2019,Fall,Reading,222,60,3,2
29850,2019,Fall,Reading,227,72,3,2
18021,2019,Fall,Reading,213,37,2,4
26458,2019,Fall,Reading,241,93,4,2
20976,2019,Fall,Reading,219,52,3,3
13544,2019,Fall,Reading,.,.,.,.
14035,2019,Fall,Reading,209,27,2,4
17143,2019,Fall,Reading,224,65,3,2
23251,2019,Fall,Reading,217,47,2,3
14385,2019,Fall,Reading,.,.,.,.
20705,2019,Fall,Reading,.,.,.,.
21682,2019,Fall,Reading,210,30,2,4
23823,2019,Fall,Reading,236,88,4,2
27165,2019,Fall,Reading,234,85,4,2
21532,2019,Fall,Reading,219,52,3,3
29461,2019,Fall,Reading,.,.,.,.
21496,2019,Fall,Reading,198,9,1,6
15470,2019,Fall,Reading,244,96,4,2
26566,2019,Fall,Reading,.,.,.,.
27658,2019,Fall,Reading,214,39,2,4
19133,2019,Fall,Reading,212,34,2,4
17519,2019,Fall,Reading,205,19,1,5
16182,2019,Fall,Reading,232,82,4,2
19362,2019,Fall,Reading,.,.,.,.
10672,2019,Fall,Reading,210,29,2,4
29391,2019,Fall,Reading,221,57,3,2
15768,2019,Fall,Reading,234,85,4,2
29297,2019,Fall,Reading,212,34,2,4
14547,2019,Fall,Reading,181,1,1,8
22934,2019,Fall,Reading,237,89,4,2
10967,2019,Fall,Reading,242,94,4,2
10052,2019,Fall,Reading,218,50,3,3
12103,2019,Fall,Reading,214,39,2,4
20856,2019,Fall,Reading,212,34,2,4
27527,2019,Fall,Reading,206,21,1,5
20496,2019,Fall,Reading,195,6,1,6
17829,2019,Fall,Reading,223,63,3,2
25856,2019,Fall,Reading,.,.,.,.
12315,2019,Fall,Reading,228,74,3,2
10979,2019,Fall,Reading,215,42,2,3
22457,2019,Fall,Reading,222,60,3,2
10328,2019,Fall,Reading,165,1,1,11
28621,2019,Fall,Reading,232,82,4,2
14940,2019,Fall,Reading,225,67,3,2
15663,2019,Fall,Reading,217,47,2,3
17538,2019,Fall,Reading,217,47,2,3
24553,2019,Fall,Reading,226,70,3,2
20146,2019,Fall,Reading,229,76,4,2
17046,2019,Fall,Reading,237,89,4,2
27357,2019,Fall,Reading,213,37,2,4
20195,2019,Fall,Reading,237,89,4,2
29936,2019,Fall,Reading,218,50,3,3
28313,2019,Fall,Reading,207,23,1,5
24036,2019,Fall,Reading,234,85,4,2
20215,2019,Fall,Reading,216,44,2,3
18389,2019,Fall,Reading,210,29,2,4
19085,2019,Fall,Reading,236,88,4,2
27047,2019,Fall,Reading,188,2,1,7
29136,2019,Fall,Reading,211,32,2,4
25002,2019,Fall,Reading,.,.,.,.
28097,2019,Fall,Reading,229,76,4,2
21809,2019,Fall,Reading,203,16,1,5
19511,2019,Fall,Reading,226,70,3,2
11028,2019,Fall,Reading,225,67,3,2
20490,2019,Fall,Reading,237,89,4,2
28543,2019,Fall,Reading,.,.,.,.
21632,2019,Fall,Reading,232,82,4,2
21523,2019,Fall,Reading,217,47,2,3
11325,2019,Fall,Reading,220,55,3,3
21745,2019,Fall,Reading,215,42,2,3
29249,2019,Fall,Reading,236,88,4,2
20366,2019,Fall,Reading,.,.,.,.
14106,2019,Fall,Reading,.,.,.,.
17380,2019,Fall,Reading,219,52,3,3
18814,2019,Fall,Reading,199,10,1,6
16953,2019,Fall,Reading,219,52,3,3
12782,2019,Fall,Reading,227,72,3,2
29002,2019,Fall,Reading,215,42,2,3
12680,2019,Fall,Reading,221,57,3,2
24101,2019,Fall,Reading,230,78,4,2
22120,2019,Fall,Reading,219,52,3,3
23167,2019,Fall,Reading,218,50,3,3
29694,2019,Fall,Reading,226,70,3,2
10764,2019,Fall,Reading,238,91,4,2
22599,2019,Fall,Reading,.,.,.,.
28902,2019,Fall,Reading,242,94,4,2
27338,2019,Fall,Reading,207,23,1,5
18644,2019,Fall,Reading,214,39,2,4
11213,2019,Fall,Reading,211,32,2,4
24852,2019,Fall,Reading,200,12,1,6
17001,2019,Fall,Reading,214,39,2,4
24374,2019,Fall,Reading,211,32,2,4
22086,2019,Fall,Reading,219,52,3,3
12317,2019,Fall,Reading,200,12,1,6
29161,2019,Fall,Reading,238,91,4,2
17677,2019,Fall,Reading,230,78,4,2
18377,2019,Fall,Reading,225,67,3,2
17297,2019,Fall,Reading,221,57,3,2
14305,2019,Fall,Reading,216,44,2,3
10277,2019,Fall,Reading,210,29,2,4
19767,2019,Fall,Reading,231,80,4,2
15881,2019,Fall,Reading,220,55,3,3
24410,2019,Fall,Reading,229,76,4,2
11694,2019,Fall,Reading,217,47,2,3
29841,2019,Fall,Reading,224,65,3,2
19382,2019,Fall,Reading,203,16,1,5
27541,2019,Fall,Reading,213,37,2,4
22491,2019,Fall,Reading,222,60,3,2
15120,2019,Fall,Reading,227,72,3,2
14464,2019,Fall,Reading,213,37,2,4
15031,2019,Fall,Reading,230,78,4,2
19181,2019,Fall,Reading,222,60,3,2
12014,2019,Fall,Reading,224,65,3,2
11921,2019,Fall,Reading,236,88,4,2
23407,2019,Fall,Reading,228,74,3,2
11745,2019,Fall,Reading,232,82,4,2
21162,2019,Fall,Reading,214,39,2,4
17343,2019,Fall,Reading,225,67,3,2
12807,2019,Fall,Reading,226,70,3,2
19989,2019,Fall,Reading,183,1,1,8
19525,2019,Fall,Reading,212,34,2,4
18126,2019,Fall,Reading,220,55,3,3
20374,2019,Fall,Reading,222,60,3,2
25333,2019,Fall,Reading,233,84,4,2
16255,2019,Fall,Reading,.,.,.,.
18684,2019,Fall,Reading,239,92,4,2
14395,2019,Fall,Reading,222,60,3,2
10166,2019,Fall,Reading,221,57,3,2
25361,2019,Fall,Reading,208,25,2,4
12564,2019,Fall,Reading,202,14,1,5
16980,2019,Fall,Reading,184,1,1,8
18512,2019,Fall,Reading,.,.,.,.
22186,2019,Fall,Reading,220,55,3,3
22946,2019,Fall,Reading,197,8,1,6
12077,2019,Fall,Reading,229,76,4,2
17196,2019,Fall,Reading,206,21,1,5
26272,2019,Fall,Reading,.,.,.,.
12178,2019,Fall,Reading,.,.,.,.
27877,2019,Fall,Reading,.,.,.,.
27340,2019,Fall,Reading,210,30,2,4
10865,2019,Fall,Reading,222,60,3,2
13963,2019,Fall,Reading,206,21,1,5
14284,2019,Fall,Reading,202,14,1,5
10956,2019,Fall,Reading,208,25,2,4
17498,2019,Fall,Reading,224,65,3,2
28899,2019,Fall,Reading,206,21,1,5
22930,2019,Fall,Reading,229,76,4,2
18148,2019,Fall,Reading,228,74,3,2
10633,2019,Fall,Reading,207,23,1,5
11559,2019,Fall,Reading,222,60,3,2
14238,2019,Fall,Reading,221,57,3,2
26035,2019,Fall,Reading,226,70,3,2
10245,2019,Fall,Reading,233,84,4,2
20473,2019,Fall,Reading,216,44,2,3
24610,2019,Fall,Reading,218,50,3,3
27651,2019,Fall,Reading,186,2,1,8
26117,2019,Fall,Reading,217,47,2,3
16820,2019,Fall,Reading,229,76,4,2
27523,2019,Fall,Reading,181,1,1,8
17296,2019,Fall,Reading,231,80,4,2
25489,2019,Fall,Reading,207,23,1,5
10382,2019,Fall,Reading,223,63,3,2
28804,2019,Fall,Reading,229,76,4,2
23923,2019,Fall,Reading,175,1,1,9
19928,2019,Fall,Reading,203,16,1,5
29571,2019,Fall,Reading,210,30,2,4
25972,2019,Fall,Reading,198,9,1,6
16878,2019,Fall,Reading,219,52,3,3
20554,2019,Fall,Reading,197,8,1,6
21468,2019,Fall,Reading,212,34,2,4
24739,2019,Fall,Reading,232,82,4,2
23210,2019,Fall,Reading,221,57,3,2
22796,2019,Fall,Reading,225,67,3,2
24863,2019,Fall,Reading,203,16,1,5
28997,2019,Fall,Reading,198,9,1,6
28834,2019,Fall,Reading,206,21,1,5
16258,2019,Fall,Reading,224,65,3,2
13971,2019,Fall,Reading,216,44,2,3
22085,2019,Fall,Reading,216,44,2,3
18390,2019,Fall,Reading,220,55,3,3
25241,2019,Fall,Reading,223,63,3,2
26003,2019,Fall,Reading,190,3,1,7
18324,2019,Fall,Reading,207,23,1,5
25327,2019,Fall,Reading,222,60,3,2
24452,2019,Fall,Reading,209,27,2,4
28358,2019,Fall,Reading,213,37,2,4
10433,2019,Fall,Reading,222,60,3,2
26165,2019,Fall,Reading,244,96,4,2
15113,2019,Fall,Reading,.,.,.,.
22601,2019,Fall,Reading,.,.,.,.
14307,2019,Fall,Reading,.,.,.,.
18467,2019,Fall,Reading,.,.,.,.
27811,2019,Fall,Reading,.,.,.,.
22716,2019,Fall,Reading,.,.,.,.
29283,2019,Fall,Reading,.,.,.,.
12520,2019,Fall,Reading,.,.,.,.
29781,2019,Fall,Reading,.,.,.,.
22514,2019,Fall,Reading,.,.,.,.
18762,2019,Fall,Reading,.,.,.,.
29505,2019,Fall,Reading,.,.,.,.
27325,2019,Fall,Reading,.,.,.,.
25185,2019,Fall,Reading,.,.,.,.
13903,2019,Fall,Reading,.,.,.,.
25124,2019,Fall,Reading,144,59,3,16
26397,2019,Fall,Reading,134,30,2,19
14010,2019,Fall,Reading,154,83,4,14
12624,2019,Fall,Reading,159,91,4,13
13016,2019,Fall,Reading,162,94,4,12
28506,2019,Fall,Reading,154,83,4,14
15735,2019,Fall,Reading,144,59,3,16
12073,2019,Fall,Reading,114,2,1,23
22640,2019,Fall,Reading,139,44,2,18
14376,2019,Fall,Reading,138,41,2,18
10153,2019,Fall,Reading,148,70,3,16
23553,2019,Fall,Reading,133,28,2,19
26012,2019,Fall,Reading,136,35,2,18
18076,2019,Fall,Reading,141,50,3,17
16825,2019,Fall,Reading,161,93,4,13
17202,2019,Fall,Reading,136,35,2,18
17701,2019,Fall,Reading,143,56,3,17
14492,2019,Fall,Reading,146,64,3,16
12207,2019,Fall,Reading,144,59,3,16
17903,2019,Fall,Reading,146,64,3,16
17727,2019,Fall,Reading,168,98,4,11
18754,2019,Fall,Reading,149,72,3,15
23853,2019,Fall,Reading,146,64,3,16
14166,2019,Fall,Reading,139,44,2,18
25047,2019,Fall,Reading,133,28,2,19
19602,2019,Fall,Reading,146,64,3,16
19535,2019,Fall,Reading,184,99,4,7
17751,2019,Fall,Reading,109,1,1,25
11824,2019,Fall,Reading,136,35,2,18
13581,2019,Fall,Reading,133,28,2,19
24047,2019,Fall,Reading,150,75,4,15
11561,2019,Fall,Reading,140,47,2,17
29906,2019,Fall,Reading,138,41,2,18
25930,2019,Fall,Reading,145,62,3,16
22097,2019,Fall,Reading,138,41,2,18
13557,2019,Fall,Reading,139,44,2,18
18074,2019,Fall,Reading,163,95,4,12
24985,2019,Fall,Reading,129,19,1,20
25931,2019,Fall,Reading,136,35,2,18
26678,2019,Fall,Reading,126,13,1,20
24301,2019,Fall,Reading,136,35,2,18
22371,2019,Fall,Reading,140,47,2,17
18225,2019,Fall,Reading,116,3,1,23
12915,2019,Fall,Reading,147,67,3,16
20442,2019,Fall,Reading,138,41,2,18
20076,2019,Fall,Reading,153,81,4,14
24883,2019,Fall,Reading,141,50,3,17
10819,2019,Fall,Reading,126,13,1,20
14203,2019,Fall,Reading,165,96,4,12
22492,2019,Fall,Reading,150,75,4,15
17422,2019,Fall,Reading,142,53,3,17
18918,2019,Fall,Reading,135,33,2,18
16864,2019,Fall,Reading,119,5,1,22
29455,2019,Fall,Reading,145,62,3,16
22289,2019,Fall,Reading,129,19,1,20
22705,2019,Fall,Reading,157,88,4,14
29630,2019,Fall,Reading,131,23,1,19
18121,2019,Fall,Reading,138,41,2,18
24304,2019,Fall,Reading,143,56,3,17
17890,2019,Fall,Reading,144,59,3,16
20439,2019,Fall,Reading,137,38,2,18
21508,2019,Fall,Reading,141,50,3,17
20756,2019,Fall,Reading,142,53,3,17
25136,2019,Fall,Reading,153,81,4,14
24071,2019,Fall,Reading,149,72,3,15
27894,2019,Fall,Reading,146,64,3,16
12396,2019,Fall,Reading,140,47,2,17
12151,2019,Fall,Reading,152,79,4,15
23884,2019,Fall,Reading,139,44,2,18
23396,2019,Fall,Reading,134,30,2,19
18653,2019,Fall,Reading,153,81,4,14
14639,2019,Fall,Reading,140,47,2,17
11595,2019,Fall,Reading,126,13,1,20
29168,2019,Fall,Reading,122,8,1,21
10355,2019,Fall,Reading,145,62,3,16
29094,2019,Fall,Reading,139,44,2,18
18601,2019,Fall,Reading,139,44,2,18
17800,2019,Fall,Reading,137,38,2,18
23967,2019,Fall,Reading,119,5,1,22
16595,2019,Fall,Reading,146,64,3,16
14829,2019,Fall,Reading,137,38,2,18
24070,2019,Fall,Reading,115,3,1,23
19776,2019,Fall,Reading,139,44,2,18
10443,2019,Fall,Reading,135,33,2,18
11608,2019,Fall,Reading,147,67,3,16
12884,2019,Fall,Reading,148,70,3,16
29463,2019,Fall,Reading,143,56,3,17
11408,2019,Fall,Reading,163,95,4,12
24635,2019,Fall,Reading,149,72,3,15
22792,2019,Fall,Reading,137,38,2,18
11666,2019,Fall,Reading,140,47,2,17
25541,2019,Fall,Reading,139,44,2,18
16104,2019,Fall,Reading,130,21,1,20
16605,2019,Fall,Reading,145,62,3,16
25368,2019,Fall,Reading,123,9,1,21
29684,2019,Fall,Reading,143,56,3,17
15601,2019,Fall,Reading,148,70,3,16
29592,2019,Fall,Reading,136,35,2,18
29996,2019,Fall,Reading,147,67,3,16
21294,2019,Fall,Reading,144,59,3,16
27026,2019,Fall,Reading,144,59,3,16
17375,2019,Fall,Reading,142,53,3,17
21586,2019,Fall,Reading,118,4,1,22
27468,2019,Fall,Reading,137,38,2,18
17172,2019,Fall,Reading,140,47,2,17
16346,2019,Fall,Reading,149,72,3,15
16836,2019,Fall,Reading,149,72,3,15
19399,2019,Fall,Reading,133,28,2,19
16150,2019,Fall,Reading,139,44,2,18
16049,2019,Fall,Reading,145,62,3,16
11412,2019,Fall,Reading,136,35,2,18
26629,2019,Fall,Reading,104,1,1,27
23709,2019,Fall,Reading,142,53,3,17
26150,2019,Fall,Reading,143,56,3,17
12127,2019,Fall,Reading,132,25,2,19
26705,2019,Fall,Reading,137,38,2,18
15945,2019,Fall,Reading,134,30,2,19
14613,2019,Fall,Reading,150,75,4,15
22018,2019,Fall,Reading,140,47,2,17
20575,2019,Fall,Reading,150,75,4,15
20144,2019,Fall,Reading,138,41,2,18
11148,2019,Fall,Reading,146,64,3,16
24730,2019,Fall,Reading,137,38,2,18
25662,2019,Fall,Reading,145,62,3,16
17543,2019,Fall,Reading,154,83,4,14
17254,2019,Fall,Reading,151,77,4,15
21714,2019,Fall,Reading,146,64,3,16
11369,2019,Fall,Reading,142,53,3,17
11853,2019,Fall,Reading,150,75,4,15
20532,2019,Fall,Reading,142,53,3,17
16451,2019,Fall,Reading,136,35,2,18
20666,2019,Fall,Reading,131,23,1,19
25228,2019,Fall,Reading,145,62,3,16
23814,2019,Fall,Reading,147,67,3,16
22460,2019,Fall,Reading,130,21,1,20
22683,2019,Fall,Reading,148,70,3,16
17512,2019,Fall,Reading,129,19,1,20
27740,2019,Fall,Reading,148,70,3,16
14508,2019,Fall,Reading,134,30,2,19
13146,2019,Fall,Reading,144,59,3,16
14335,2019,Fall,Reading,142,53,3,17
29664,2019,Fall,Reading,137,38,2,18
17085,2019,Fall,Reading,134,30,2,19
17870,2019,Fall,Reading,139,44,2,18
21757,2019,Fall,Reading,134,30,2,19
13054,2019,Fall,Reading,115,3,1,23
12531,2019,Fall,Reading,130,21,1,20
11635,2019,Fall,Reading,148,70,3,16
22206,2019,Fall,Reading,140,47,2,17
22652,2019,Fall,Reading,140,47,2,17
19615,2019,Fall,Reading,130,21,1,20
27430,2019,Fall,Reading,113,2,1,24
26998,2019,Fall,Reading,130,21,1,20
18001,2019,Fall,Reading,129,19,1,20
20862,2019,Fall,Reading,151,77,4,15
21743,2019,Fall,Reading,128,17,1,20
13624,2019,Fall,Reading,145,62,3,16
10807,2019,Fall,Reading,138,41,2,18
27922,2019,Fall,Reading,136,35,2,18
17927,2019,Fall,Reading,134,30,2,19
29956,2019,Fall,Reading,134,30,2,19
10338,2019,Fall,Reading,150,75,4,15
26269,2019,Fall,Reading,136,35,2,18
12291,2019,Fall,Reading,133,28,2,19
23193,2019,Fall,Reading,140,47,2,17
28979,2019,Fall,Reading,143,56,3,17
21344,2019,Fall,Reading,160,92,4,13
26863,2019,Fall,Reading,141,50,3,17
12590,2019,Fall,Reading,140,47,2,17
23057,2019,Fall,Reading,135,33,2,18
26351,2019,Fall,Reading,131,23,1,19
21829,2019,Fall,Reading,122,8,1,21
28281,2019,Fall,Reading,131,23,1,19
16297,2019,Fall,Reading,138,41,2,18
14045,2019,Fall,Reading,126,13,1,20
15575,2019,Fall,Reading,141,50,3,17
13460,2019,Fall,Reading,140,47,2,17
25658,2019,Fall,Reading,149,72,3,15
25566,2019,Fall,Reading,151,77,4,15
27556,2019,Fall,Reading,139,44,2,18
11452,2019,Fall,Reading,136,35,2,18
25717,2019,Fall,Reading,147,67,3,16
11737,2019,Fall,Reading,151,77,4,15
22001,2019,Fall,Reading,129,19,1,20
12359,2019,Fall,Reading,120,6,1,22
18627,2019,Fall,Reading,146,64,3,16
12786,2019,Fall,Reading,137,38,2,18
28371,2019,Fall,Reading,147,67,3,16
16848,2019,Fall,Reading,143,56,3,17
14178,2019,Fall,Reading,141,50,3,17
22341,2019,Fall,Reading,143,56,3,17
20788,2019,Fall,Reading,152,79,4,15
10981,2019,Fall,Reading,135,33,2,18
10720,2019,Fall,Reading,153,81,4,14
20851,2019,Fall,Reading,170,98,4,11
14499,2019,Fall,Reading,129,19,1,20
16405,2019,Fall,Reading,146,64,3,16
25627,2019,Fall,Reading,160,92,4,13
29568,2019,Fall,Reading,169,98,4,11
13777,2019,Fall,Reading,132,25,2,19
20314,2019,Fall,Reading,142,53,3,17
23822,2019,Fall,Reading,137,38,2,18
28784,2019,Fall,Reading,126,13,1,20
29831,2019,Fall,Reading,160,92,4,13
20526,2019,Fall,Reading,135,33,2,18
19219,2019,Fall,Reading,148,70,3,16
16230,2019,Fall,Reading,138,41,2,18
24069,2019,Fall,Reading,151,77,4,15
23000,2019,Fall,Reading,130,21,1,20
18651,2019,Fall,Reading,152,79,4,15
21719,2019,Fall,Reading,137,38,2,18
13718,2019,Fall,Reading,145,62,3,16
27980,2019,Fall,Reading,128,17,1,20
18766,2019,Fall,Reading,154,83,4,14
22641,2019,Fall,Reading,142,53,3,17
11649,2019,Fall,Reading,141,50,3,17
23241,2019,Fall,Reading,124,10,1,21
14163,2019,Fall,Reading,137,38,2,18
27897,2019,Fall,Reading,149,72,3,15
14313,2019,Fall,Reading,133,28,2,19
21761,2019,Fall,Reading,138,41,2,18
24053,2019,Fall,Reading,130,21,1,20
14236,2019,Fall,Reading,137,38,2,18
13443,2019,Fall,Reading,160,92,4,13
15258,2019,Fall,Reading,131,23,1,19
29015,2019,Fall,Reading,145,62,3,16
18960,2019,Fall,Reading,129,19,1,20
20187,2019,Fall,Reading,147,67,3,16
19419,2019,Fall,Reading,137,38,2,18
21029,2019,Fall,Reading,142,53,3,17
22300,2019,Fall,Reading,140,47,2,17
21236,2019,Fall,Reading,152,79,4,15
14139,2019,Fall,Reading,135,33,2,18
22609,2019,Fall,Reading,146,64,3,16
27821,2019,Fall,Reading,141,50,3,17
25622,2019,Fall,Reading,149,72,3,15
28615,2019,Fall,Reading,129,19,1,20
18462,2019,Fall,Reading,141,50,3,17
15300,2019,Fall,Reading,141,50,3,17
17189,2019,Fall,Reading,138,41,2,18
25426,2019,Fall,Reading,149,72,3,15
18170,2019,Fall,Reading,133,28,2,19
24782,2019,Fall,Reading,126,13,1,20
19080,2019,Fall,Reading,143,56,3,17
23399,2019,Fall,Reading,121,7,1,22
22263,2019,Fall,Reading,123,9,1,21
12663,2019,Fall,Reading,116,3,1,23
16223,2019,Fall,Reading,142,53,3,17
18779,2019,Fall,Reading,155,85,4,14
19851,2019,Fall,Reading,142,53,3,17
16793,2019,Fall,Reading,133,28,2,19
27014,2019,Fall,Reading,118,4,1,22
13935,2019,Fall,Reading,142,53,3,17
23548,2019,Fall,Reading,131,23,1,19
29145,2019,Fall,Reading,119,5,1,22
28423,2019,Fall,Reading,145,62,3,16
12961,2019,Fall,Reading,130,21,1,20
23613,2019,Fall,Reading,131,23,1,19
27329,2019,Fall,Reading,117,4,1,22
19265,2019,Fall,Reading,168,98,4,11
12847,2019,Fall,Reading,123,9,1,21
10686,2019,Fall,Reading,144,59,3,16
15222,2019,Fall,Reading,135,33,2,18
16728,2019,Fall,Reading,137,38,2,18
12388,2019,Fall,Reading,144,59,3,16
15829,2019,Fall,Reading,132,25,2,19
12216,2019,Fall,Reading,137,38,2,18
16852,2019,Fall,Reading,133,28,2,19
11214,2019,Fall,Reading,132,25,2,19
25546,2019,Fall,Reading,139,44,2,18
16789,2019,Fall,Reading,128,17,1,20
27773,2019,Fall,Reading,141,50,3,17
10656,2019,Fall,Reading,135,33,2,18
20219,2019,Fall,Reading,131,23,1,19
11076,2019,Fall,Reading,140,47,2,17
13034,2019,Fall,Reading,138,41,2,18
27140,2019,Fall,Reading,137,38,2,18
28014,2019,Fall,Reading,138,41,2,18
19899,2019,Fall,Reading,136,35,2,18
20202,2019,Fall,Reading,129,19,1,20
29184,2019,Fall,Reading,149,72,3,15
24371,2019,Fall,Reading,134,30,2,19
21248,2019,Fall,Reading,120,6,1,22
13004,2019,Fall,Reading,127,15,1,20
29487,2019,Fall,Reading,156,87,4,14
18717,2019,Fall,Reading,137,38,2,18
19150,2019,Fall,Reading,133,28,2,19
26553,2019,Fall,Reading,145,62,3,16
15834,2019,Fall,Reading,143,56,3,17
22845,2019,Fall,Reading,152,79,4,15
16492,2019,Fall,Reading,142,53,3,17
26088,2019,Fall,Reading,150,75,4,15
28883,2019,Fall,Reading,135,33,2,18
12366,2019,Fall,Reading,157,88,4,14
21748,2019,Fall,Reading,133,28,2,19
28277,2019,Fall,Reading,142,53,3,17
12473,2019,Fall,Reading,130,21,1,20
18061,2019,Fall,Reading,137,38,2,18
21126,2019,Fall,Reading,144,59,3,16
15913,2019,Fall,Reading,136,35,2,18
22002,2019,Fall,Reading,130,21,1,20
28875,2019,Fall,Reading,144,59,3,16
22010,2019,Fall,Reading,145,62,3,16
14282,2019,Fall,Reading,127,15,1,20
21081,2019,Fall,Reading,156,87,4,14
17844,2019,Fall,Reading,140,47,2,17
29616,2019,Fall,Reading,146,64,3,16
12448,2019,Fall,Reading,141,50,3,17
18245,2019,Fall,Reading,.,.,.,.
13052,2019,Fall,Reading,.,.,.,.
20971,2019,Fall,Reading,.,.,.,.
15889,2019,Fall,Reading,.,.,.,.
28169,2019,Fall,Reading,.,.,.,.
12848,2019,Fall,Reading,.,.,.,.
16514,2019,Fall,Reading,.,.,.,.
26865,2019,Fall,Reading,.,.,.,.
28926,2019,Fall,Reading,.,.,.,.
13898,2019,Fall,Math,166,69,3,20
27795,2019,Fall,Math,135,4,1,27
22938,2019,Fall,Math,160,52,3,21
22431,2019,Fall,Math,164,64,3,20
18048,2019,Fall,Math,151,28,2,23
20392,2019,Fall,Math,.,.,.,.
14407,2019,Fall,Math,167,72,3,19
25452,2019,Fall,Math,176,89,4,17
19819,2019,Fall,Math,159,50,3,21
24621,2019,Fall,Math,171,81,4,18
10241,2019,Fall,Math,162,58,3,21
26151,2019,Fall,Math,177,90,4,17
25649,2019,Fall,Math,159,50,3,21
20881,2019,Fall,Math,174,86,4,18
22326,2019,Fall,Math,161,55,3,21
28196,2019,Fall,Math,159,50,3,21
15104,2019,Fall,Math,156,41,2,22
23974,2019,Fall,Math,174,86,4,18
18086,2019,Fall,Math,168,74,3,19
22734,2019,Fall,Math,167,72,3,19
26368,2019,Fall,Math,151,28,2,23
29075,2019,Fall,Math,177,90,4,17
26962,2019,Fall,Math,172,83,4,18
18109,2019,Fall,Math,162,58,3,21
29387,2019,Fall,Math,153,33,2,23
12367,2019,Fall,Math,168,74,3,19
11465,2019,Fall,Math,161,55,3,21
28217,2019,Fall,Math,176,89,4,17
20470,2019,Fall,Math,172,83,4,18
20048,2019,Fall,Math,158,47,2,22
27878,2019,Fall,Math,165,67,3,20
19127,2019,Fall,Math,167,72,3,19
22331,2019,Fall,Math,156,41,2,22
25826,2019,Fall,Math,140,8,1,26
22917,2019,Fall,Math,150,25,2,24
25379,2019,Fall,Math,157,44,2,22
11466,2019,Fall,Math,.,.,.,.
11519,2019,Fall,Math,171,81,4,18
